"","FG_165","FG_167","FG_174","FG_044","FG_048","FG_050","FG_052","FG_053","FG_054","FG_055","FG_056","FG_057","FG_058","FG_067","FG_068","FG_069","FG_070","FG_071","FG_072","FG_073","FG_074","FG_075","FG_077","FG_078","FG_079","FG_080","FG_081","FG_082","FG_083","FG_104","FG_105","FG_106","FG_107","FG_108","FG_109","FG_110","FG_111","FG_112","FG_113","FG_114","FG_115","FG_116","FG_117","FG_118","FG_119","FG_120","FG_121","FG_122","FG_123","FG_124","FG_125","FG_126","FG_127","FG_128","FG_129","FG_130","FG_131","FG_132","FG_133","FG_134","FG_135","FG_136","FG_137","FG_138","FG_139","FG_140","FG_141","FG_142","FG_143","FG_144","FG_145","FG_146","FG_147","FG_148","FG_149","FG_150","FG_151","FG_152","FG_153","FG_154","FG_155","FG_156","FG_157","FG_158","FG_159","FG_160","FG_161","FG_162","FG_163","FG_164","FG_166","FG_168","FG_169","FG_170","FG_171","FG_172","FG_173","FG_175","FG_176","FG_177","FG_045","FG_046","FG_047","FG_049","FG_051","FG_059","FG_060","FG_061","FG_062","FG_063","FG_064","FG_065","FG_066","FG_076","FG_084","FG_085","FG_086","FG_087","FG_088","FG_089","FG_090","FG_091","FG_092","FG_093","FG_094","FG_095","FG_096","FG_097","FG_098","FG_099","FG_100","FG_101","FG_102","FG_103","FG_001","FG_002","FG_003","FG_004","FG_005","FG_006","FG_007","FG_008","FG_009","FG_010","FG_011","FG_012","FG_013","FG_014","FG_015","FG_016","FG_017","FG_018","FG_019","FG_020","FG_021","FG_022","FG_023","FG_024","FG_025","FG_026","FG_027","FG_028","FG_029","FG_030","FG_031","FG_032","FG_033","FG_034","FG_035","FG_036","FG_037","FG_038","FG_039","FG_040","FG_041","FG_042","FG_043","PYO_01","PYO_02","PYO_03","PYO_04","PYO_05","PYO_06","PYO_07","PYO_08","PYO_09","PYO_10","PYO_11","PYO_12","PYO_13","PYO_14","PYO_15","PYO_16","PYO_17","PYO_18","PYO_19","PYO_20","PYO_21","PYO_22","PYO_23","PYO_24","PYO_25","PYO_26","PYO_27","PYO_28","PYO_29","PYO_30","PYO_31","PYO_32","PYO_33","PYO_34","PYO_35","PYO_36","PYO_37","PYO_38","PYO_39","PYO_40","PYO_41","PYO_42","PYO_43","PYO_44","PYO_45","PYO_46","PYO_47","PYO_48","PYO_49","PYO_50","PYO_51","PYO_52","PYO_53","PYO_54","PYO_55","PYO_56","PYO_57","PYO_58","PYO_59","PYO_60","PYO_61","PYO_62","PYO_63","PYO_64","PYO_65","PYO_66","PYO_67","PYO_68","PYO_69","PYO_70","PYO_71","PYO_72","PYO_73","PYO_74","PYO_75","PYO_76","PYO_77","PYO_78","PYO_79","PYO_80","PYO_81","PYO_82","PYO_83","PYO_84","PYO_85","PYO_86","PYO_87","PYO_88","PYO_89","PYO_90","PYO_91","PYO_92","PYO_93"
"FG_016",0.14,0.2,0.185,0.125,0.215,0.145,0.11,0.135,0.145,0.155,0.19,0.185,0.16,0.155,0.205,0.19,0.13,0.195,0.15,0.2,0.185,0.18,0.16,0.18,0.18,0.12,0.19,0.175,0.14,0.155,0.165,0.18,0.22,0.17,0.19,0.16,0.165,0.245,0.16,0.15,0.155,0.18,0.19,0.17,0.175,0.16,0.15,0.14,0.145,0.15,0.2,0.14,0.17,0.15,0.16,0.155,0.17,0.16,0.195,0.125,0.165,0.185,0.165,0.19,0.175,0.155,0.14,0.17,0.19,0.15,0.18,0.235,0.185,0.18,0.145,0.18,0.205,0.15,0.17,0.225,0.18,0.17,0.175,0.165,0.195,0.185,0.22,0.175,0.155,0.21,0.16,0.2,0.165,0.185,0.155,0.18,0.155,0.195,0.17,0.2,0.12,0.185,0.13,0.15,0.215,0.165,0.135,0.155,0.16,0.155,0.185,0.13,0.155,0.12,0.145,0.19,0.15,0.165,0.16,0.22,0.165,0.19,0.125,0.135,0.175,0.195,0.175,0.165,0.195,0.2,0.175,0.19,0.14,0.135,0.15,0.14,0.15,0.19,0.175,0.185,0.17,0.135,0.18,0.165,0.21,0.185,0.155,0.135,0.2,1,0.16,0.175,0.18,0.16,0.15,0.175,0.145,0.2,0.155,0.2,0.2,0.185,0.12,0.18,0.2,0.14,0.19,0.225,0.135,0.2,0.15,0.145,0.195,0.215,0.16,0.17,0.195,0.165,0.17,0.16,0.185,0.185,0.2,0.2,0.18,0.17,0.175,0.23,0.165,0.18,0.145,0.165,0.17,0.21,0.185,0.19,0.165,0.135,0.16,0.195,0.19,0.165,0.24,0.17,0.1,0.21,0.145,0.18,0.245,0.18,0.18,0.15,0.22,0.135,0.135,0.21,0.14,0.18,0.175,0.24,0.21,0.18,0.135,0.175,0.195,0.17,0.155,0.145,0.195,0.14,0.16,0.17,0.165,0.15,0.18,0.155,0.145,0.19,0.165,0.215,0.21,0.19,0.18,0.17,0.245,0.205,0.16,0.165,0.17,0.18,0.195,0.15,0.135,0.19,0.22,0.15,0.155,0.17,0.16,0.16,0.175,0.15,0.135,0.195,0.23,0.16,0.16,0.17,0.135,0.135
"FG_017",0.2,0.165,0.19,0.2,0.15,0.19,0.135,0.145,0.21,0.145,0.13,0.11,0.16,0.19,0.11,0.14,0.16,0.145,0.185,0.175,0.15,0.095,0.155,0.205,0.16,0.165,0.165,0.16,0.19,0.155,0.115,0.165,0.18,0.135,0.16,0.17,0.185,0.21,0.155,0.22,0.145,0.175,0.165,0.175,0.18,0.17,0.165,0.155,0.15,0.175,0.175,0.18,0.145,0.175,0.135,0.145,0.17,0.195,0.2,0.2,0.12,0.165,0.165,0.155,0.135,0.17,0.11,0.195,0.16,0.15,0.115,0.18,0.21,0.25,0.14,0.14,0.21,0.15,0.15,0.18,0.18,0.19,0.12,0.15,0.175,0.155,0.13,0.19,0.19,0.14,0.175,0.155,0.18,0.18,0.14,0.165,0.19,0.16,0.185,0.185,0.195,0.18,0.195,0.15,0.16,0.17,0.165,0.14,0.205,0.14,0.16,0.145,0.23,0.185,0.13,0.125,0.15,0.145,0.145,0.16,0.165,0.17,0.18,0.165,0.18,0.205,0.205,0.16,0.22,0.2,0.14,0.155,0.135,0.165,0.17,0.13,0.165,0.13,0.21,0.14,0.185,0.16,0.165,0.115,0.195,0.185,0.14,0.16,0.18,0.16,1,0.195,0.19,0.165,0.195,0.21,0.16,0.165,0.19,0.16,0.145,0.16,0.205,0.175,0.145,0.135,0.17,0.13,0.125,0.2,0.215,0.165,0.17,0.165,0.175,0.195,0.165,0.19,0.11,0.165,0.18,0.17,0.17,0.165,0.165,0.15,0.175,0.17,0.14,0.205,0.18,0.13,0.13,0.135,0.155,0.145,0.145,0.14,0.125,0.14,0.16,0.175,0.17,0.18,0.17,0.15,0.18,0.16,0.195,0.16,0.23,0.16,0.17,0.155,0.16,0.165,0.16,0.14,0.16,0.14,0.15,0.16,0.125,0.17,0.14,0.165,0.17,0.195,0.2,0.11,0.175,0.17,0.13,0.14,0.165,0.19,0.16,0.185,0.145,0.165,0.18,0.175,0.17,0.17,0.18,0.185,0.14,0.205,0.135,0.155,0.175,0.17,0.18,0.15,0.185,0.18,0.18,0.135,0.145,0.195,0.12,0.18,0.2,0.165,0.175,0.165,0.2,0.19,0.13,0.145
"FG_018",0.155,0.17,0.255,0.165,0.165,0.19,0.22,0.17,0.165,0.185,0.175,0.17,0.175,0.165,0.15,0.195,0.165,0.225,0.195,0.13,0.185,0.215,0.185,0.21,0.165,0.14,0.22,0.17,0.2,0.175,0.18,0.23,0.16,0.18,0.2,0.225,0.19,0.19,0.185,0.24,0.17,0.175,0.2,0.175,0.165,0.16,0.2,0.23,0.19,0.175,0.155,0.185,0.21,0.21,0.15,0.19,0.205,0.17,0.185,0.19,0.125,0.135,0.19,0.16,0.205,0.205,0.19,0.15,0.205,0.21,0.135,0.18,0.125,0.145,0.175,0.18,0.12,0.165,0.15,0.145,0.165,0.15,0.165,0.195,0.16,0.135,0.19,0.205,0.21,0.15,0.19,0.2,0.185,0.18,0.19,0.215,0.155,0.15,0.175,0.21,0.2,0.2,0.225,0.165,0.185,0.195,0.18,0.14,0.19,0.16,0.195,0.225,0.2,0.15,0.18,0.155,0.15,0.16,0.17,0.16,0.17,0.165,0.195,0.195,0.2,0.215,0.185,0.175,0.17,0.155,0.2,0.225,0.175,0.16,0.205,0.175,0.14,0.18,0.185,0.2,0.19,0.185,0.21,0.18,0.22,0.155,0.185,0.15,0.2,0.175,0.195,1,0.16,0.175,0.215,0.185,0.205,0.185,0.17,0.165,0.185,0.18,0.21,0.2,0.195,0.175,0.175,0.195,0.185,0.12,0.195,0.19,0.16,0.23,0.19,0.195,0.235,0.25,0.175,0.175,0.175,0.18,0.21,0.17,0.175,0.18,0.185,0.165,0.145,0.175,0.145,0.195,0.2,0.205,0.205,0.125,0.18,0.165,0.185,0.175,0.17,0.2,0.185,0.185,0.155,0.17,0.18,0.16,0.21,0.2,0.27,0.175,0.145,0.205,0.115,0.205,0.14,0.17,0.175,0.235,0.16,0.195,0.15,0.145,0.24,0.22,0.23,0.215,0.18,0.165,0.25,0.2,0.125,0.15,0.18,0.185,0.225,0.16,0.18,0.195,0.17,0.19,0.175,0.185,0.2,0.165,0.165,0.25,0.185,0.23,0.15,0.21,0.185,0.19,0.18,0.14,0.215,0.21,0.18,0.135,0.165,0.195,0.15,0.175,0.2,0.16,0.17,0.215,0.16,0.21
"FG_019",0.18,0.17,0.155,0.145,0.19,0.245,0.14,0.23,0.15,0.14,0.165,0.195,0.17,0.19,0.195,0.215,0.155,0.205,0.205,0.215,0.16,0.15,0.18,0.155,0.17,0.175,0.165,0.16,0.135,0.175,0.15,0.185,0.155,0.17,0.16,0.155,0.185,0.165,0.2,0.17,0.175,0.17,0.15,0.125,0.185,0.14,0.16,0.235,0.2,0.19,0.2,0.17,0.185,0.205,0.18,0.235,0.17,0.175,0.165,0.18,0.17,0.215,0.17,0.165,0.175,0.145,0.21,0.135,0.19,0.155,0.195,0.21,0.125,0.155,0.205,0.14,0.18,0.205,0.165,0.175,0.2,0.165,0.16,0.18,0.205,0.165,0.165,0.175,0.15,0.175,0.155,0.145,0.165,0.165,0.135,0.165,0.155,0.215,0.095,0.2,0.125,0.16,0.165,0.16,0.165,0.17,0.175,0.17,0.205,0.21,0.145,0.205,0.16,0.19,0.215,0.17,0.17,0.175,0.13,0.145,0.175,0.195,0.155,0.165,0.185,0.185,0.17,0.155,0.195,0.16,0.14,0.205,0.145,0.145,0.155,0.245,0.175,0.17,0.18,0.18,0.165,0.17,0.215,0.18,0.155,0.17,0.135,0.15,0.19,0.18,0.19,0.16,1,0.19,0.15,0.185,0.185,0.225,0.14,0.215,0.17,0.16,0.21,0.205,0.15,0.135,0.165,0.185,0.165,0.185,0.18,0.145,0.185,0.14,0.15,0.225,0.17,0.195,0.19,0.21,0.18,0.195,0.22,0.16,0.185,0.185,0.18,0.2,0.145,0.195,0.17,0.21,0.135,0.15,0.135,0.19,0.105,0.18,0.16,0.155,0.14,0.165,0.145,0.155,0.155,0.16,0.155,0.235,0.14,0.16,0.155,0.155,0.165,0.2,0.175,0.135,0.175,0.185,0.165,0.18,0.175,0.15,0.15,0.16,0.205,0.105,0.17,0.18,0.2,0.16,0.18,0.23,0.215,0.13,0.235,0.165,0.195,0.205,0.215,0.175,0.2,0.175,0.185,0.2,0.17,0.215,0.23,0.21,0.16,0.125,0.15,0.155,0.2,0.17,0.175,0.16,0.155,0.17,0.19,0.165,0.165,0.18,0.135,0.18,0.175,0.16,0.145,0.175,0.17,0.115
"FG_020",0.19,0.17,0.155,0.19,0.215,0.175,0.125,0.205,0.16,0.185,0.185,0.135,0.17,0.175,0.115,0.165,0.135,0.17,0.155,0.185,0.195,0.15,0.185,0.16,0.17,0.165,0.17,0.195,0.12,0.17,0.145,0.235,0.15,0.21,0.17,0.15,0.18,0.22,0.15,0.2,0.165,0.175,0.11,0.17,0.155,0.14,0.115,0.175,0.17,0.135,0.18,0.13,0.115,0.14,0.19,0.24,0.145,0.145,0.175,0.19,0.19,0.205,0.21,0.175,0.18,0.165,0.115,0.195,0.21,0.2,0.16,0.185,0.155,0.16,0.17,0.125,0.15,0.15,0.15,0.205,0.155,0.16,0.195,0.16,0.18,0.155,0.16,0.21,0.17,0.17,0.17,0.18,0.19,0.21,0.2,0.125,0.205,0.16,0.185,0.145,0.115,0.16,0.16,0.16,0.15,0.225,0.2,0.18,0.215,0.14,0.11,0.185,0.185,0.165,0.155,0.1,0.175,0.145,0.14,0.17,0.145,0.155,0.145,0.125,0.195,0.135,0.165,0.12,0.14,0.18,0.165,0.155,0.165,0.175,0.155,0.185,0.145,0.205,0.15,0.185,0.165,0.17,0.145,0.165,0.16,0.145,0.14,0.155,0.13,0.16,0.165,0.175,0.19,1,0.16,0.195,0.145,0.135,0.165,0.13,0.175,0.18,0.205,0.175,0.15,0.22,0.195,0.145,0.135,0.19,0.165,0.145,0.18,0.195,0.14,0.14,0.18,0.205,0.175,0.145,0.175,0.165,0.145,0.195,0.165,0.16,0.155,0.22,0.145,0.135,0.15,0.145,0.135,0.11,0.165,0.205,0.15,0.17,0.17,0.165,0.13,0.21,0.14,0.165,0.145,0.14,0.165,0.135,0.13,0.175,0.185,0.19,0.135,0.165,0.185,0.155,0.175,0.145,0.18,0.18,0.135,0.15,0.175,0.165,0.155,0.145,0.16,0.185,0.145,0.135,0.215,0.17,0.175,0.2,0.155,0.2,0.165,0.13,0.185,0.205,0.165,0.15,0.175,0.18,0.135,0.175,0.145,0.155,0.18,0.15,0.205,0.19,0.16,0.165,0.205,0.155,0.175,0.185,0.14,0.145,0.125,0.19,0.185,0.205,0.19,0.18,0.185,0.205,0.12,0.195
"FG_021",0.195,0.155,0.235,0.17,0.17,0.135,0.175,0.17,0.16,0.155,0.16,0.155,0.15,0.155,0.15,0.18,0.15,0.17,0.16,0.18,0.18,0.135,0.195,0.22,0.145,0.155,0.205,0.18,0.165,0.16,0.145,0.22,0.155,0.19,0.175,0.175,0.18,0.16,0.16,0.15,0.14,0.18,0.17,0.15,0.215,0.175,0.195,0.205,0.205,0.215,0.19,0.185,0.205,0.165,0.135,0.155,0.13,0.17,0.19,0.185,0.155,0.155,0.18,0.17,0.13,0.205,0.195,0.085,0.16,0.16,0.145,0.175,0.16,0.17,0.17,0.17,0.16,0.165,0.175,0.205,0.16,0.15,0.15,0.17,0.165,0.155,0.17,0.21,0.2,0.165,0.18,0.155,0.175,0.195,0.155,0.17,0.185,0.19,0.195,0.165,0.18,0.145,0.16,0.15,0.21,0.175,0.155,0.14,0.21,0.135,0.17,0.145,0.185,0.15,0.135,0.165,0.215,0.185,0.19,0.165,0.15,0.175,0.105,0.15,0.165,0.17,0.195,0.115,0.11,0.125,0.165,0.15,0.195,0.2,0.19,0.15,0.175,0.155,0.195,0.15,0.14,0.195,0.13,0.18,0.205,0.145,0.17,0.19,0.17,0.15,0.195,0.215,0.15,0.16,1,0.18,0.14,0.145,0.165,0.125,0.17,0.185,0.185,0.18,0.215,0.195,0.155,0.19,0.13,0.215,0.16,0.235,0.17,0.22,0.195,0.22,0.185,0.25,0.165,0.21,0.15,0.205,0.165,0.17,0.175,0.165,0.14,0.16,0.185,0.15,0.145,0.185,0.18,0.17,0.195,0.185,0.185,0.19,0.14,0.125,0.21,0.16,0.14,0.17,0.125,0.14,0.145,0.205,0.155,0.165,0.18,0.13,0.16,0.185,0.2,0.175,0.135,0.165,0.15,0.185,0.14,0.185,0.175,0.185,0.175,0.165,0.16,0.19,0.185,0.19,0.235,0.145,0.13,0.145,0.17,0.17,0.155,0.15,0.19,0.17,0.185,0.185,0.195,0.15,0.12,0.21,0.17,0.215,0.155,0.185,0.15,0.145,0.175,0.215,0.11,0.195,0.185,0.2,0.18,0.175,0.18,0.16,0.15,0.165,0.185,0.21,0.175,0.19,0.14,0.195
"FG_022",0.11,0.21,0.23,0.145,0.225,0.225,0.175,0.185,0.2,0.195,0.155,0.185,0.135,0.19,0.23,0.2,0.115,0.165,0.165,0.18,0.19,0.19,0.16,0.225,0.155,0.18,0.185,0.19,0.215,0.155,0.19,0.185,0.13,0.175,0.17,0.195,0.16,0.16,0.18,0.185,0.135,0.18,0.135,0.195,0.18,0.13,0.17,0.19,0.12,0.15,0.18,0.21,0.205,0.18,0.17,0.16,0.145,0.2,0.19,0.19,0.165,0.17,0.2,0.195,0.165,0.23,0.14,0.22,0.195,0.135,0.15,0.205,0.165,0.17,0.15,0.235,0.18,0.17,0.18,0.25,0.195,0.165,0.17,0.175,0.175,0.18,0.155,0.205,0.185,0.24,0.165,0.145,0.165,0.185,0.155,0.18,0.165,0.21,0.18,0.175,0.18,0.175,0.205,0.16,0.185,0.205,0.16,0.175,0.19,0.18,0.17,0.155,0.18,0.175,0.17,0.135,0.175,0.155,0.17,0.135,0.22,0.145,0.17,0.185,0.17,0.21,0.17,0.18,0.155,0.185,0.2,0.17,0.165,0.215,0.13,0.205,0.2,0.21,0.185,0.18,0.205,0.175,0.14,0.2,0.195,0.13,0.185,0.195,0.2,0.175,0.21,0.185,0.185,0.195,0.18,1,0.13,0.195,0.175,0.155,0.165,0.22,0.18,0.17,0.225,0.19,0.23,0.255,0.21,0.235,0.195,0.15,0.195,0.215,0.2,0.215,0.185,0.185,0.16,0.195,0.21,0.19,0.185,0.205,0.205,0.135,0.14,0.15,0.17,0.16,0.21,0.215,0.2,0.14,0.165,0.195,0.175,0.22,0.145,0.15,0.165,0.2,0.125,0.2,0.115,0.13,0.21,0.155,0.155,0.17,0.22,0.2,0.22,0.18,0.145,0.125,0.19,0.19,0.205,0.155,0.15,0.19,0.21,0.18,0.195,0.155,0.18,0.2,0.23,0.2,0.2,0.195,0.165,0.165,0.175,0.165,0.19,0.19,0.205,0.18,0.16,0.19,0.19,0.16,0.16,0.23,0.17,0.185,0.21,0.23,0.15,0.125,0.18,0.175,0.145,0.165,0.195,0.18,0.16,0.185,0.14,0.26,0.135,0.17,0.215,0.15,0.19,0.175,0.185,0.165
"FG_023",0.16,0.165,0.13,0.23,0.225,0.18,0.13,0.17,0.18,0.16,0.21,0.215,0.215,0.215,0.23,0.195,0.225,0.18,0.18,0.205,0.18,0.17,0.195,0.17,0.135,0.145,0.17,0.15,0.195,0.2,0.17,0.155,0.19,0.18,0.18,0.17,0.205,0.21,0.24,0.17,0.19,0.175,0.205,0.195,0.215,0.23,0.205,0.225,0.195,0.2,0.17,0.185,0.13,0.165,0.16,0.195,0.155,0.2,0.19,0.16,0.195,0.215,0.18,0.19,0.125,0.17,0.185,0.16,0.165,0.16,0.195,0.18,0.15,0.195,0.2,0.24,0.165,0.195,0.175,0.24,0.2,0.165,0.185,0.17,0.165,0.21,0.13,0.17,0.18,0.185,0.2,0.19,0.165,0.17,0.205,0.125,0.195,0.2,0.145,0.17,0.11,0.21,0.175,0.185,0.195,0.155,0.17,0.13,0.205,0.19,0.145,0.195,0.235,0.12,0.205,0.155,0.18,0.145,0.19,0.18,0.175,0.16,0.165,0.22,0.185,0.2,0.195,0.16,0.205,0.185,0.215,0.155,0.215,0.185,0.21,0.21,0.175,0.18,0.14,0.175,0.13,0.185,0.17,0.17,0.22,0.12,0.185,0.185,0.18,0.145,0.16,0.205,0.185,0.145,0.14,0.13,1,0.16,0.21,0.14,0.13,0.19,0.22,0.15,0.14,0.155,0.225,0.185,0.185,0.155,0.21,0.2,0.145,0.165,0.225,0.18,0.14,0.18,0.17,0.19,0.165,0.235,0.28,0.205,0.155,0.225,0.18,0.11,0.16,0.165,0.155,0.135,0.15,0.185,0.175,0.205,0.17,0.21,0.19,0.19,0.195,0.19,0.195,0.13,0.155,0.18,0.23,0.22,0.17,0.225,0.19,0.205,0.18,0.18,0.19,0.24,0.17,0.22,0.2,0.16,0.2,0.205,0.15,0.165,0.15,0.17,0.24,0.195,0.165,0.14,0.215,0.2,0.195,0.165,0.17,0.105,0.155,0.135,0.16,0.18,0.155,0.165,0.135,0.195,0.22,0.195,0.195,0.19,0.125,0.15,0.16,0.195,0.21,0.215,0.2,0.195,0.16,0.22,0.155,0.17,0.17,0.14,0.175,0.195,0.185,0.205,0.2,0.19,0.205,0.18
"FG_024",0.185,0.205,0.2,0.185,0.15,0.17,0.225,0.215,0.165,0.165,0.19,0.175,0.13,0.19,0.195,0.255,0.195,0.24,0.16,0.185,0.165,0.205,0.195,0.16,0.21,0.165,0.17,0.22,0.18,0.155,0.165,0.165,0.17,0.225,0.185,0.17,0.235,0.175,0.215,0.19,0.175,0.18,0.22,0.17,0.195,0.145,0.16,0.21,0.145,0.245,0.175,0.21,0.19,0.18,0.21,0.155,0.175,0.21,0.165,0.195,0.19,0.13,0.175,0.15,0.17,0.215,0.24,0.16,0.23,0.215,0.165,0.185,0.155,0.215,0.215,0.18,0.175,0.205,0.185,0.19,0.225,0.195,0.18,0.165,0.225,0.2,0.235,0.18,0.15,0.155,0.13,0.125,0.18,0.17,0.17,0.175,0.195,0.185,0.2,0.235,0.17,0.175,0.14,0.165,0.15,0.18,0.175,0.21,0.185,0.17,0.145,0.22,0.16,0.225,0.185,0.155,0.155,0.185,0.185,0.135,0.175,0.205,0.2,0.175,0.22,0.205,0.16,0.205,0.205,0.19,0.145,0.2,0.175,0.23,0.195,0.14,0.225,0.155,0.16,0.22,0.21,0.19,0.19,0.185,0.205,0.2,0.135,0.185,0.19,0.2,0.165,0.185,0.225,0.135,0.145,0.195,0.16,1,0.14,0.195,0.16,0.195,0.205,0.235,0.19,0.16,0.18,0.195,0.15,0.17,0.175,0.12,0.21,0.185,0.15,0.19,0.18,0.18,0.19,0.12,0.155,0.185,0.14,0.165,0.26,0.19,0.18,0.17,0.195,0.165,0.2,0.17,0.185,0.2,0.165,0.16,0.21,0.18,0.195,0.16,0.185,0.18,0.18,0.205,0.2,0.195,0.155,0.19,0.2,0.14,0.15,0.23,0.2,0.165,0.215,0.17,0.185,0.155,0.18,0.185,0.19,0.2,0.17,0.175,0.2,0.16,0.22,0.14,0.23,0.185,0.155,0.16,0.16,0.145,0.18,0.16,0.2,0.21,0.17,0.175,0.17,0.185,0.19,0.195,0.17,0.24,0.195,0.22,0.205,0.195,0.175,0.175,0.165,0.14,0.14,0.175,0.175,0.155,0.185,0.2,0.19,0.21,0.145,0.18,0.18,0.18,0.195,0.195,0.22,0.18
"FG_025",0.195,0.175,0.2,0.11,0.155,0.175,0.14,0.215,0.185,0.205,0.165,0.185,0.16,0.175,0.165,0.145,0.19,0.16,0.17,0.17,0.175,0.17,0.15,0.17,0.175,0.18,0.125,0.14,0.15,0.165,0.155,0.21,0.17,0.195,0.16,0.22,0.175,0.205,0.17,0.22,0.14,0.155,0.17,0.175,0.215,0.155,0.165,0.145,0.175,0.145,0.2,0.205,0.15,0.185,0.165,0.195,0.17,0.2,0.215,0.13,0.205,0.17,0.17,0.125,0.21,0.17,0.185,0.155,0.19,0.15,0.13,0.14,0.2,0.19,0.18,0.17,0.165,0.185,0.235,0.22,0.15,0.16,0.2,0.175,0.185,0.185,0.14,0.16,0.155,0.16,0.115,0.12,0.165,0.175,0.13,0.18,0.165,0.15,0.15,0.135,0.185,0.175,0.15,0.13,0.175,0.115,0.21,0.16,0.15,0.16,0.115,0.185,0.18,0.145,0.145,0.125,0.205,0.15,0.21,0.2,0.16,0.115,0.19,0.18,0.155,0.2,0.175,0.18,0.21,0.19,0.135,0.195,0.2,0.155,0.135,0.205,0.11,0.13,0.205,0.16,0.21,0.15,0.175,0.165,0.15,0.16,0.185,0.13,0.155,0.155,0.19,0.17,0.14,0.165,0.165,0.175,0.21,0.14,1,0.165,0.175,0.165,0.135,0.17,0.15,0.16,0.165,0.21,0.18,0.225,0.135,0.205,0.155,0.175,0.17,0.23,0.19,0.15,0.145,0.17,0.2,0.195,0.255,0.195,0.155,0.2,0.195,0.205,0.18,0.165,0.18,0.19,0.175,0.195,0.175,0.2,0.165,0.135,0.135,0.165,0.15,0.175,0.145,0.165,0.16,0.16,0.205,0.18,0.18,0.16,0.17,0.23,0.18,0.16,0.225,0.19,0.17,0.215,0.16,0.185,0.195,0.21,0.185,0.15,0.22,0.155,0.15,0.175,0.19,0.15,0.175,0.13,0.16,0.145,0.13,0.115,0.18,0.16,0.15,0.175,0.185,0.1,0.145,0.16,0.145,0.135,0.135,0.15,0.155,0.125,0.19,0.175,0.19,0.19,0.23,0.19,0.165,0.17,0.165,0.195,0.115,0.175,0.16,0.23,0.205,0.145,0.15,0.17,0.175,0.145
"FG_026",0.195,0.165,0.185,0.14,0.21,0.155,0.135,0.2,0.205,0.165,0.155,0.18,0.16,0.115,0.21,0.185,0.14,0.2,0.175,0.19,0.185,0.165,0.175,0.2,0.185,0.14,0.19,0.17,0.205,0.165,0.155,0.175,0.2,0.19,0.14,0.175,0.17,0.21,0.185,0.195,0.2,0.185,0.18,0.145,0.16,0.17,0.145,0.17,0.18,0.145,0.18,0.17,0.18,0.2,0.23,0.195,0.17,0.13,0.165,0.16,0.14,0.165,0.135,0.185,0.14,0.16,0.175,0.14,0.155,0.145,0.13,0.17,0.175,0.18,0.19,0.15,0.145,0.19,0.19,0.205,0.175,0.18,0.17,0.185,0.17,0.13,0.19,0.15,0.21,0.175,0.225,0.245,0.19,0.16,0.18,0.175,0.155,0.205,0.18,0.205,0.15,0.16,0.13,0.155,0.235,0.18,0.195,0.185,0.185,0.14,0.19,0.13,0.175,0.18,0.165,0.18,0.175,0.11,0.105,0.165,0.17,0.155,0.135,0.145,0.165,0.19,0.14,0.165,0.23,0.14,0.175,0.22,0.225,0.125,0.15,0.195,0.205,0.135,0.155,0.13,0.17,0.18,0.175,0.12,0.215,0.16,0.15,0.175,0.175,0.2,0.16,0.165,0.215,0.13,0.125,0.155,0.14,0.195,0.165,1,0.175,0.185,0.16,0.16,0.17,0.16,0.12,0.185,0.14,0.165,0.18,0.16,0.16,0.18,0.145,0.215,0.195,0.165,0.145,0.145,0.185,0.2,0.215,0.165,0.195,0.21,0.19,0.185,0.185,0.18,0.12,0.145,0.205,0.18,0.21,0.185,0.185,0.195,0.15,0.19,0.12,0.185,0.175,0.15,0.16,0.15,0.185,0.17,0.195,0.19,0.145,0.15,0.225,0.21,0.165,0.125,0.195,0.155,0.14,0.18,0.195,0.185,0.155,0.135,0.22,0.165,0.19,0.19,0.195,0.165,0.16,0.24,0.18,0.105,0.175,0.21,0.18,0.17,0.19,0.135,0.16,0.165,0.185,0.165,0.21,0.2,0.155,0.15,0.14,0.175,0.18,0.185,0.19,0.14,0.205,0.195,0.125,0.17,0.2,0.17,0.155,0.145,0.195,0.18,0.165,0.19,0.19,0.16,0.145,0.135
